clientId,predicted_label,label,Record Count
220340427.1530867818,0,0,2
731496322.1564747139,0,0,2
842048536.1548529123,1,0,2
414450162.1559413645,1,1,2
385669962.1564710497,0,0,2
907974919.1547910620,0,0,2
808143908.1515778884,0,0,2
547357659.1564605165,0,0,2
1602697935.2086637643,0,0,2
311670768.1555264623,0,0,2
727562611.1539698888,1,1,2
402337108.1507498525,1,1,2
303323331.1533302408,1,1,2
380523876.1566903477,0,0,2
688482776.1542456786,1,1,2
526413049.1548012455,1,1,2
910640829.1511023049,0,0,2
877918353.1554285980,1,0,2
652670970.1548166253,1,1,2
290540660.1547103509,0,0,2
925056414.1548600978,1,1,2
733582109.1561102335,1,1,2
659657867.1547140529,1,1,2
865546245.1546928004,0,0,2
648957205.1556304421,0,0,2
117897004.1566583026,0,0,2
669360936.1547795833,1,1,2
475419121.1514716796,1,1,2
924122659.1567879197,0,0,2
336380091.1549051300,1,1,2
855393509.1528661071,1,1,2
583304683.1521992227,1,0,2
539137827.1530533419,0,0,2
127089947.1569322463,0,0,2
381064472.1536496678,1,1,2
321684414.1563983678,1,1,2
208925066.1564847153,0,0,2
548718371.1549989213,0,0,2
948270115.1553635709,1,0,2
279881263.1569671986,1,0,2
991771968.1548528016,1,1,2
591071162.1547463383,0,0,2
720200223.1548961155,0,0,2
777962273.1547985541,0,0,2
995138582.1526968938,1,1,2
993527698.1564949700,0,0,2
148271670.1552001505,0,0,2
757369369.1549630768,0,0,2
711781219.1554921444,1,1,2
885384802.1562738265,0,0,2
595881734.1555227694,1,1,2
400356816.1543943258,1,1,2
149854216.1552490615,1,1,2
445473152.1529445567,1,1,2
127884201.1558897482,1,1,2
320790689.1550662913,0,0,2
906966463.1563836532,1,1,2
737724224.1566820759,0,0,2
962993717.1561324433,0,0,2
273935318.1544639410,1,0,2
297977794.1547924398,1,0,2
305613981.1557281663,0,0,2
142846149.1565348353,0,0,2
554786111.1565116937,1,1,2
267859173.1517837185,0,0,2
107197911.1547586640,0,0,2
119622731.1565956625,1,0,2
786345174.1547248031,0,0,2
657134997.1554831140,1,1,2
698082509.1563429749,0,0,2
379850919.1546552586,1,1,2
974933187.1534771422,0,0,2
864965407.1554219201,0,0,2
356996780.1557597583,0,0,2
508693220.1565257021,1,1,2
324485231.1525192310,1,1,2
839862704.1551560759,1,1,1
224012047.1551503219,1,1,1
227544205.1554208314,1,1,1
297468572.1535302981,0,0,1
744014769.1551393563,1,1,1
176954961.1555800076,0,0,1
194281324.1566851458,1,1,1
292481529.1551345547,1,1,1
731199122.1566512533,1,1,1
177190118.1513113089,0,0,1
622309594.1566549873,1,1,1
343798742.1566564797,1,1,1
253132641.1540914551,1,1,1
536681969.1535578451,1,1,1
481080614.1560707064,1,1,1
778354003.1546800873,0,1,1
370529961.1546797841,0,0,1
184725533.1543767835,0,0,1
328352912.1540928973,0,0,1
691341718.1546797549,1,1,1
866119819.1552143399,1,1,1
253114982.1567884619,0,0,1
598545983.1540043708,0,0,1
836465748.1546802067,0,0,1
922128764.1552127893,1,0,1
860499171.1546757252,1,1,1
870401293.1546787264,1,1,1
470388306.1501933202,1,1,1
199701642.1567862860,0,0,1
978740402.1562531077,0,0,1
767609291.1549224333,1,1,1
870465409.1546799615,1,1,1
184261775.1557261410,0,0,1
108238281.1558693389,1,1,1
334342820.1557175819,0,0,1
615135506.1557257300,1,1,1
391689471.1557001668,1,1,1
541020089.1566908571,1,1,1
187636876.1549489174,0,0,1
392695397.1549488155,1,1,1
847476888.1556992798,1,1,1
899043752.1549486083,1,1,1
347878925.1537866647,1,1,1
893823741.1539708047,1,0,1
753616609.1567854668,1,1,1
414018364.1560831199,1,1,1
254043375.1567606382,1,1,1
806153784.1540408263,1,1,1
425446440.1539595851,1,1,1
475287854.1568480137,1,1,1
484654033.1568544436,1,0,1
837165562.1546458743,1,1,1
774177730.1549744442,1,1,1
664832541.1536235747,1,1,1
581400059.1569952195,1,0,1
741019873.1546426228,1,1,1
427292718.1569872975,1,0,1
353929509.1563226130,0,0,1
426369142.1546456303,1,1,1
968111755.1549126481,1,0,1
227484813.1518641374,0,0,1
965362253.1549217052,1,1,1
984524850.1547629112,0,0,1
533474992.1569614557,0,0,1
276206727.1512807146,1,1,1
745785770.1545817170,1,1,1
805526934.1551015151,1,1,1
163740829.1551041721,1,1,1
757570991.1537906598,1,1,1
822144813.1549726858,1,1,1
804030652.1550960017,1,1,1
336706404.1561047909,1,1,1
567682385.1550133735,1,1,1
815737112.1560989185,1,1,1
223964057.1561034537,1,1,1
453546099.1550050968,1,1,1
829348131.1549730020,1,1,1
627919852.1569580112,0,0,1
599852377.1560990953,1,1,1
982386527.1550740394,0,0,1
511716673.1550156322,1,1,1
826212095.1550774483,1,1,1
791773119.1550755995,1,0,1
639972207.1550182647,1,1,1
342362566.1552766518,1,1,1
885572991.1550734177,1,1,1
460145686.1541494240,0,0,1
203574667.1548247254,1,1,1
159610606.1547639981,1,1,1
673004402.1529151883,1,1,1
377551301.1559150272,1,1,1
884148923.1552755955,1,1,1
385400020.1569582371,1,1,1
330794421.1556184158,1,1,1
563807259.1547678426,1,1,1
906850558.1547644333,1,1,1
626615439.1539890035,1,1,1
781070667.1547594590,1,0,1
132365852.1547665373,0,0,1
855996272.1555955180,1,1,1
875627417.1552766804,0,0,1
744868642.1547609415,1,1,1
889394321.1551639043,1,0,1
279779437.1555937920,1,1,1
649191751.1551598976,1,1,1
422480224.1551646640,1,1,1
646676865.1558178674,1,1,1
545379874.1550948355,1,0,1
686290107.1569575512,1,1,1
905695767.1551632602,1,1,1
921870441.1546933263,0,0,1
517529328.1558194419,1,1,1
608832752.1546986003,0,0,1
722628475.1546949201,1,1,1
561926025.1558201518,1,1,1
775565773.1544988422,1,1,1
539521626.1541776781,1,1,1
392583612.1535220958,1,1,1
781564883.1559153280,1,1,1
212437704.1560708464,1,1,1
460119945.1562349520,1,1,1
726524047.1569008345,1,1,1
238190217.1569759984,1,1,1
351773470.1550944947,0,0,1
464662930.1556222629,1,1,1
278262733.1548119092,1,1,1
508746161.1561301874,0,0,1
624117177.1569198499,1,0,1
675140446.1559231140,1,1,1
383031171.1569775766,1,0,1
969423699.1559220547,1,1,1
512999160.1559212412,1,0,1
698565078.1552312463,1,1,1
188553921.1550937739,1,1,1
446450504.1551897600,1,1,1
719324773.1551855679,1,1,1
765126778.1552309357,1,1,1
262634893.1551879578,1,1,1
914271833.1529395567,1,1,1
445275619.1550586246,0,0,1
917485459.1550931633,1,1,1
275882400.1569609066,0,0,1
150755307.1551889302,1,1,1
609534434.1551903799,0,0,1
404570614.1527186983,1,1,1
890504077.1551889795,1,1,1
315592415.1547996334,1,1,1
844303165.1533910559,1,1,1
833459673.1550915719,1,0,1
304932386.1541178716,1,1,1
721286790.1536425890,1,1,1
882762340.1550606912,0,0,1
391405624.1547989716,1,1,1
880849681.1547992042,1,1,1
235407803.1550605018,1,0,1
663227691.1568806922,0,0,1
974549785.1569606432,1,0,1
816884739.1554281791,1,1,1
313615202.1547985803,1,1,1
428798779.1547220285,1,1,1
163703057.1550605948,1,1,1
195504524.1547242934,1,0,1
226605652.1547224371,0,0,1
427395919.1533679516,1,1,1
753524643.1568836389,1,1,1
983933635.1547215657,1,1,1
761539464.1547235827,1,1,1
211234903.1544982694,1,1,1
444568347.1547226144,1,1,1
862724383.1566327483,1,1,1
646635745.1528071179,1,1,1
826889088.1568833447,1,0,1
578772796.1560638672,0,0,1
844425374.1566264630,0,0,1
872463784.1564400277,0,0,1
144691995.1551026033,0,0,1
161375434.1548318837,1,1,1
233502176.1548319969,1,0,1
116146552.1554654209,1,1,1
980110610.1568831270,1,1,1
287309827.1548337650,1,1,1
438713242.1569702774,1,1,1
846470901.1555077713,1,1,1
124490193.1569699664,1,1,1
518067157.1562023719,1,1,1
460177700.1555069888,1,0,1
884215226.1568834060,0,0,1
2005087320.1891322264,0,0,1
670379545.1554266885,1,1,1
251586003.1531289437,1,1,1
860781529.1569668389,1,1,1
860781529.1569668389,1,0,1
145422025.1568398351,1,1,1
222506971.1547560360,1,1,1
1678777417.659400221,1,1,1
377464636.1562347015,1,0,1
661393788.1568803351,0,0,1
607044012.1547571804,1,1,1
935273875.1547574837,1,1,1
936061053.1555497692,0,0,1
697468308.1533983945,1,1,1
1121971401.1536176471,1,1,1
924722216.1559067930,1,1,1
283398136.1568836662,0,0,1
708018125.1548444048,1,1,1
985290292.1527931566,1,1,1
312219672.1528474275,1,1,1
780984830.1537181275,1,1,1
695681316.1547834548,1,1,1
283497465.1561330263,1,1,1
260974480.1569404735,1,1,1
529605271.1562113492,0,0,1
782850629.1561359247,1,0,1
389447059.1556060345,1,1,1
686901055.1556407710,0,0,1
292102055.1547736273,1,1,1
140060179.1563802019,0,0,1
572409582.1567114232,0,0,1
369836801.1556323820,1,1,1
432743367.1548396965,1,0,1
766516325.1557682370,1,1,1
626691842.1569488280,1,1,1
838511887.1569450094,0,0,1
650921239.1551471303,1,1,1
880072989.1569524375,1,1,1
423683927.1557069436,0,0,1
411643642.1531059042,1,1,1
332607358.1556393221,1,1,1
305617770.1564166126,0,0,1
429152941.1558642780,1,1,1
893721940.1548103272,0,0,1
266087480.1565865024,1,1,1
343433860.1547378398,1,1,1
925407572.1548096204,1,1,1
659503820.1551090122,1,1,1
738949476.1548447940,0,0,1
613677951.1548605920,1,1,1
910058490.1548598313,1,1,1
296160055.1548029765,1,0,1
990094253.1545695638,1,1,1
927387391.1547915022,1,0,1
663554117.1546821681,1,1,1
737203438.1551134203,1,1,1
383999253.1547925649,1,1,1
448084514.1547911685,1,1,1
200133338.1546900003,1,1,1
136886067.1549990027,1,1,1
305463532.1550002276,1,1,1
624112884.1546818351,1,0,1
914456510.1551160706,1,0,1
505943028.1548374489,1,0,1
826817733.1541534596,1,1,1
721671154.1549885495,1,1,1
481554633.1555287848,1,1,1
834755294.1561305449,0,0,1
321102938.1530452552,1,1,1
568650790.1546727614,1,1,1
494180279.1515351268,1,1,1
142004412.1537136053,1,1,1
568869219.1553966388,1,1,1
729807928.1555605517,1,1,1
873691455.1548165841,1,1,1
320795017.1555566294,1,1,1
747707193.1552687240,1,1,1
390299510.1552247270,1,1,1
967830038.1562247112,0,0,1
238792563.1517168834,1,1,1
495015224.1550569907,1,1,1
687883577.1529246137,1,1,1
502682516.1549573821,1,1,1
927435532.1553616801,1,1,1
304706037.1518986521,0,0,1
962629017.1530092415,1,1,1
609711953.1546637750,1,1,1
403026758.1546604430,0,0,1
825009253.1546633614,1,0,1
155077461.1546641675,1,0,1
118409958.1550417814,1,1,1
573403406.1557334051,1,1,1
254597565.1538567210,1,1,1
552134554.1550866992,0,0,1
228134808.1546101495,1,1,1
450823743.1547085433,1,1,1
471647950.1552865123,1,1,1
417352444.1561227791,1,1,1
390069741.1551949292,1,1,1
568187326.1551915354,0,0,1
209531731.1548372633,1,1,1
655823768.1550218786,1,1,1
826106070.1549822188,1,1,1
877986466.1550185503,1,1,1
385084814.1549815778,1,1,1
984072509.1564486109,1,1,1
347738017.1544722684,0,0,1
849136098.1564501625,1,1,1
862541692.1551299317,1,1,1
794285755.1551289710,1,0,1
963947208.1551263913,1,0,1
224584960.1551299486,0,0,1
669534325.1551302001,1,1,1
828585586.1546878993,1,1,1
983030787.1546872766,1,1,1
211170973.1535352096,1,0,1
713311265.1549917765,1,1,1
595927090.1548058689,1,1,1
201577261.1557432027,1,1,1
553981217.1551466580,1,1,1
549211371.1551473855,1,1,1
538389498.1532713397,1,0,1
868995963.1551472371,1,1,1
743512347.1551029548,1,1,1
405215362.1569441834,0,0,1
410659724.1559035077,1,1,1
764821155.1559048575,1,1,1
540734048.1568387980,1,0,1
635103133.1568365831,1,0,1
612115511.1558002003,1,1,1
681358778.1553840831,1,1,1
148898275.1541269889,1,1,1
805349699.1546530722,1,1,1
728410578.1540151448,1,0,1
598842907.1554648258,1,1,1
484299961.1541611759,1,1,1
704495307.1550591304,1,1,1
121280735.1550606037,0,0,1
379875941.1550610591,1,0,1
951145524.1550606462,0,0,1
997631313.1547314984,0,0,1
372189917.1552075500,1,1,1
763859686.1552296941,1,1,1
543515162.1553787637,1,1,1
815678251.1566767321,1,0,1
588763479.1569776259,1,1,1
829928500.1551180199,1,1,1
308169365.1555888361,1,0,1
885372780.1550098752,0,0,1
693556484.1537040626,1,1,1
924485175.1549228624,1,1,1
386438672.1550183285,1,1,1
517212112.1546805393,0,0,1
721488453.1547473026,1,1,1
255019182.1522351737,1,0,1
584334237.1546108798,1,1,1
765128382.1546460587,1,1,1
757709335.1540374572,1,1,1
161903976.1546386586,1,1,1
731097074.1556931343,0,0,1
465286227.1556969973,1,1,1
895391310.1552427188,1,1,1
847459798.1554385933,1,1,1
439641189.1552162582,1,1,1
749648203.1552153603,1,1,1
581648175.1552105860,1,0,1
933765011.1552120615,1,1,1
783828033.1552146242,1,0,1
129353672.1554199176,0,0,1
532196990.1554225827,1,1,1
329142357.1550062595,1,0,1
968462540.1538302201,1,1,1
406578084.1548590697,1,1,1
509160222.1548882592,0,0,1
895919400.1549227946,0,0,1
871028283.1550090330,1,1,1
234778233.1550090969,1,1,1
427872564.1552827346,1,1,1
856474044.1548962664,1,1,1
781357038.1558776015,1,1,1
575951329.1558809839,1,1,1
853621134.1558770171,1,1,1
525889518.1558775014,1,0,1
769896153.1552539648,1,1,1
306600818.1552551409,1,1,1
813142553.1540981030,1,1,1
920835357.1555173036,0,0,1
464569417.1568051333,1,1,1
450917857.1568056917,0,0,1
922611391.1563913542,1,1,1
601103848.1568026381,1,1,1
439060609.1568025080,1,1,1
822538025.1567999408,1,1,1
732391310.1538062799,1,1,1
148057439.1562329649,1,1,1
222141557.1562309277,1,1,1
960892339.1551769871,1,1,1
999918167.1563891388,0,0,1
993294500.1563865873,1,0,1
338541703.1549817815,1,1,1
895159300.1540842857,1,1,1
322745713.1560193705,1,1,1
391839547.1560148858,1,0,1
295531209.1550802766,1,1,1
991079551.1550676865,1,0,1
784925348.1545239741,1,1,1
154667533.1495311903,1,1,1
959728825.1548154625,1,1,1
304990760.1569004002,1,1,1
517372347.1568719725,1,1,1
964000642.1534070139,0,0,1
253521782.1548144777,1,1,1
900702606.1533127219,1,0,1
854157518.1551660643,1,1,1
153473822.1551695522,1,1,1
914869147.1548282801,1,0,1
367366419.1537783002,1,1,1
567414657.1551686808,1,1,1
907354670.1557168686,1,1,1
109819444.1567096797,1,1,1
794877011.1566813918,0,0,1
645928972.1547503833,1,1,1
570831462.1564295189,1,0,1
536762531.1551273365,1,1,1
407773089.1518593820,1,1,1
243309380.1549121780,1,1,1
339552785.1549119162,1,1,1
446029107.1538122521,0,0,1
910930170.1549106302,1,1,1
545665025.1548490525,1,1,1
865825343.1548505881,0,0,1
750195006.1548502261,1,1,1
423159509.1548511048,0,0,1
290895880.1548503466,1,0,1
380493782.1548541360,1,1,1
444754141.1567346466,0,0,1
